26,Engagement,1,engagement,"By giving your partner an engagement ring, you’re also giving your entire heart and the promise of a life-long commitment. At Diamond Mansion we think believe engagement ring should reflect your personal style, and when you <a href=""/"">design your own engagement ring</a>, there are so many ways to make your ring unique. We love to help you include elements that reflect your personal style, such as a particular setting or a unique band.</p>
<p>The personalization options are endless when you design with us. Whether you’re looking for a simple design or a designer engagement ring, we can help you incorporate the elements you love into a truly unique ring.</p>
<p>We encourage you to look at a variety of rings to determine which style speaks to you. <a href=""/diamond-education"">Our Diamond Education guide</a> is a great place to start! We give you tips on evaluating the quality of cut and clarity of the diamond.</p>
<p>Determine which cuts, colors and settings reflect your style, and then determine which elements are must haves. You don’t have to settle for elements of a ring you don’t love. We want you to love everything about your ring!",,"Design your own custom diamond engagement ring exactly to your specifications. Each ring is made to order by our skilled artisans in Downtown Los Angeles.","Design your own custom diamond engagement ring exactly to your specifications. Each ring is made to order by our skilled artisans in Downtown Los Angeles.",1,1/2/25/26,25
27,Solitaire,0,solitaire-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1Defined.jpg"" alt=""Solitaire Engagement Rings""></p>
",,"diamond solitaire engagement rings, solitaire princess cut engagement rings, round solitaire engagement rings","Timeless diamond solitaire engagement rings have been a classic for centuries now. Keep the tradition alive in your own special way, with the design-your-own ring feature at Diamond Mansion!",1,1/2/25/26/27,26
28,"Three Stone",0,three-stone-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt="" 3 Stone Engagement Rings""></p>


",,"Three Stone Engagement Rings, unique engagement rings, 3 stone diamond rings, three stone diamond rings","Three Stone Engagement Rings are available for customization with Diamond Mansion Co. Loose diamonds and many settings available.",1,1/2/25/26/28,26
29,"Side Stone",0,side-stone-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg""></p>
",,"engagement rings with side stones, engagement ring settings with side stones, engagement ring with side stones","Diamond Mansion's interactive build your own engagement ring feature lets you customize any one of our beautiful settings to create the ring of your dreams! Call today -- 800-518-0240",1,1/2/25/26/29,26
30,"Channel Set",0,channel-set-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Channel-Set Engagement Rings""></p>

",,"Channel Set Rings, Channel Set Diamond Rings, Channel Set Engagement Rings, Channel Set Ring","Channel Set Rings that you design yourself are easier and more fun than ever at Diamond Mansion Co.",1,1/2/25/26/30,26
31,Pave,0,pave-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Micro-Pave Engagement Rings""></p>
",,"micro pave engagement rings, pave diamond engagement rings","Browse our selection and use our interactive ring-builder to create the perfect pave diamond engagement rings for your beloved! For assistance in choosing the right settings and center stones for your pave and micro pave engagement rings, call Diamond Mansion toll-free at 800-518-0240!",1,1/2/25/26/31,26
32,Halo,0,halo-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Halo Engagement Rings""></p>

",,"Halo Ring, Halo Engagement Rings, Halo Engagement Ring, Cushion Cut Halo Engagement","A unique halo ring you design yourself Diamond Mansion Co. brings the heaven that is true love to the finger of the most special person in your life.",1,1/2/25/26/32,26
33,Vintage,0,vintage-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Vintage Engagement Rings""></p>",,"Vintage Engagement Rings, Vintage Diamond Rings",,1,1/2/25/26/33,26
34,"Wedding Set",0,wedding-set-engagement-rings,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Diamond Wedding Sets""></p>
",,"Wedding Ring Set, Bridal Ring Sets, Wedding Rings Sets, Bridal Sets","A wedding ring set from Diamond Mansion Co. allows you to design your own unique creation with a retailer known for first rate quality and customer service. ",1,1/2/25/26/34,26
35,Sale,0,sale,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" alt=""Engagement Rings on Sale""></p>
",,,,1,1/2/25/26/35,26
36,"Top 25",0,top-25,"<p align=""center"">
<img src=""http://www.diamondmansion.com/skin/frontend/default/default/images/catalog/Step1.jpg"" ""alt=""Unique Engagement Rings""></p>

",,"Design Your Own Engagement Ring, unique engagement rings, custom engagement rings, design your own ring","Design Your Own Engagement Ring, wedding ring, or bridal sets with Diamond Mansion Co. ",1,1/2/25/26/36,26
37,"Diamond Right Hand",0,diamond-right-hand,,,,,1,1/2/25/37,25
38,Gemstone,0,gemstone,,,,,1,1/2/25/38,25
39,Pearl,0,pearl,,,,,1,1/2/25/39,25
40,Gold,0,gold,,,,,1,1/2/25/40,25
41,Sale,0,sale,,,,,1,1/2/25/41,25
42,"Top 25",0,top-25,,,,,1,1/2/25/42,25
43,Bracelets,0,bracelets,,,,,1,1/2/8/43,8
44,"Her Diamond",0,her-diamond,,,,,1,1/2/8/43/44,43
45,"His Diamond",0,his-diamond,,,,,1,1/2/8/43/45,43
46,Tennis,0,tennis,,,,,1,1/2/8/43/46,43
47,Gemstone,0,gemstone,,,,,1,1/2/8/43/47,43
48,Pearl,0,pearl,,,,,1,1/2/8/43/48,43
49,"Her Gold",0,her-gold,,,,,1,1/2/8/43/49,43
50,"His Gold",0,his-gold,,,,,1,1/2/8/43/50,43
51,Sale,0,sale,,,,,1,1/2/8/43/51,43
52,"Top 25",0,top-25,,,,,1,1/2/8/43/52,43
53,Necklaces,0,necklaces,,,,,1,1/2/8/53,8
54,Diamond,0,diamond,,,,,1,1/2/8/53/54,53
55,Gemstone,0,gemstone,,,,,1,1/2/8/53/55,53
56,Pearl,0,pearl,,,,,1,1/2/8/53/56,53
57,"Her Gold",0,her-gold,,,,,1,1/2/8/53/57,53
58,"His Gold",0,his-gold,,,,,1,1/2/8/53/58,53
59,Sale,0,sale,,,,,1,1/2/8/53/59,53
60,"Top 25",0,top-25,,,,,1,1/2/8/53/60,53
61,Pendants,0,pendants,,,,,1,1/2/8/61,8
62,"Diamond Stud",0,diamond-stud,,,,,1,1/2/8/61/62,61
63,"Diamond Three Stone",0,diamond-three-stone,,,,,1,1/2/8/61/63,61
64,Gemstone,0,gemstone,,,,,1,1/2/8/61/64,61
65,Pearl,0,pearl,,,,,1,1/2/8/61/65,61
66,Gold,0,gold,,,,,1,1/2/8/61/66,61
67,Sale,0,sale,,,,,1,1/2/8/61/67,61
68,"Top 25",0,top-25,,,,,1,1/2/8/61/68,61
69,"Top 25 Gifts",0,top-25-gifts,,,,,1,1/2/8/69,8
70,"Necklaces and Pendants",0,necklaces-and-pendants,,,"Necklaces and Pendants","Necklaces and Pendants",1,1/2/8/70,8
71,"Diamond Necklace",0,diamond-necklace,,,"Diamond Necklace","Diamond Necklace",1,1/2/8/70/71,70
72,"Diamond Pendant",0,diamond-pendant,,,"Diamond Pendant","Diamond Pendant",1,1/2/8/70/72,70
73,"Stud Pendant",0,stud-pendant,,,"Stud Pendant","Stud Pendant",1,1/2/8/70/73,70
74,"Gemstone pendant",0,gemstone-pendant,,,"Gemstone pendant","Gemstone pendant",1,1/2/8/70/74,70
75,Sale,0,sale,,,,,1,1/2/8/70/75,70
76,"Top 25",0,top-25,,,,,1,1/2/8/70/76,70
77,"Engagement & Anniversary",1,engagement-wedding,,,,,1,1/2/77,2
79,"Pre-Set Engagement Rings",1,pre-set-engagement-rings,"<p>&nbsp;</p>
<div style=""text-align: justify;"">
<p>When the time finally comes in which you're ready to bow down on one knee and ask for her hand in marriage, you want to open that box only for her eyes to light up. But, sometimes choosing the best diamond that complements a ring isn't always easy.</p>
<p>If you're having trouble deciding which diamond fits best with which ring, and choosing the best <a title=""diamond engagement ring"" href=""http://www.diamondmansion.com/"">diamond engagement ring</a>, you can scroll through our selection of pre-set engagement rings.</p>
<p>When searching for the perfect engagement ring, you don't want to undervalue a ring judging by the cut paired with the ring. As diamond experts, we know how which diamond fits best with which cut. Listed here is a wide selection of pre-set engagement rings with a brief description and a picture for you to view.</p>
<p>If you have any questions or comments, feel free to <a title=""Contact us"" href=""http://www.diamondmansion.com/contactus/"">contact us</a>.</p>
</div>",,"Having trouble deciphering which diamond suites the ring you chose? Here we've provided a list of pre-engagement rings for you to browse through and help you in your diamond decision. 
",,1,1/2/77/79,77
80,Solitaire,1,solitaire,,,"Solitaire Engagement Rings, diamond engagement rings, diamond solitaire, solitaire ring","Solitaire Engagement Rings are customized with loose diamonds and settings from Diamond Mansion Co. Design your own ring.",1,1/2/77/79/80,79
81,"Three Stone",1,three-stone,,,,,1,1/2/77/79/81,79
82,"Side Stone",1,side-stone,,,,,1,1/2/77/79/82,79
83,"Channel Set",1,channel-set,"<p>&nbsp;</p><h1>Channel Set Engagement Rings</h1><p>&nbsp;</p>
<p style=""text-align: justify;""><span style=""font-family: verdana,geneva; font-size: small;"">Of the many styles of engagement and wedding ring that are available, <a title=""channel set engagement rings"" href=""http://www.diamondmansion.com/engagement-wedding/pre-set-engagement-rings/channel-set.html"">channel set engagement rings</a> have always been among the most popular. Their combination of dazzling elegance and simplicity makes them an attractive choice when Diamond Mansion Co. customers are looking for the perfect ring to memorialize their relationship with the most important person in their life. Channel set engagement rings are just one of many outstanding choices on offer at our store and web site.</span></p><p>&nbsp;</p>
<p style=""text-align: justify;""><span style=""font-family: verdana,geneva; font-size: small;"">The many gorgeous <a title=""channel set rings"" href=""http://www.diamondmansion.com/fine-jewelry/rings/design-your-own-ring/channel-set.html"">channel set rings</a> offered by Diamond Mansion Co. are available with a wide variety of settings, diamonds cuts, and styles. <a title=""Channel set diamond rings"" href=""http://www.diamondmansion.com/channel-set-diamond-rings"">Channel set diamond rings</a> can also be purchased as sets, with split shanks, and numerous other configurations. A number of diamond cuts are also available for all the diamonds in your beautiful <a title=""channel set ring"" href=""http://www.diamondmansion.com/channel-set-ring"">channel set ring</a>. At Diamond Mansion Co., we put the customer first, offering as many choices as possible together with the very finest in quality and customer service.</span></p><p>&nbsp;</p>
<p style=""text-align: justify;""><span style=""font-family: verdana,geneva; font-size: small;"">We understand that purchasing a diamond ring or other item of high end jewelry is an act of love, and we know that buying from us is something our customers want to feel good about. That&rsquo;s why we guarantee that all of our diamonds are completely natural and conflict free (i.e., they have not been used to finance warfare in their native countries). Moreover, Diamond Mansion Co. is very proud of its A+ rating from the Better Business Bureau, which signifies our commitment to integrity and outstanding service both online and at our brick-and-mortar store located in the heart of the downtown Los Angeles jewelry district.</span></p><p>&nbsp;</p>
<p style=""text-align: justify;""><span style=""font-family: verdana,geneva; font-size: small;"">For more information about <strong>channel set engagement rings </strong>or any other item, please <em>visit </em>our <a rel=""nofollow"" href=""http://www.diamondmansion.com/contactus/"">contact</a> page or reach us by phone at 800-518-0240</span></p>",,"Channel Set Engagement Rings, Channel Set Diamond Rings, Channel Set Ring, Channel Set Rings","Channel set engagement rings from Diamond Mansion Co. are one of numerous options available for that very special someone",1,1/2/77/79/83,79
84,Pave,1,pave,,,"Pave Engagement Rings, diamond engagement rings, Diamond pave ring, pave diamond rings","Pave Engagement Rings are customizable with Diamond Mansion Co. Design your own engagement ring with affordable diamonds and settings.",1,1/2/77/79/84,79
85,Halo,1,halo,,,"halo engagement rings, unique engagement rings, halo ring, halo engagement ring","Halo engagement rings from Diamond Mansion Co. offer people in love the very best in beauty and quality from a retailer known for first-rate customer service",1,1/2/77/79/85,79
86,Vintage,1,vintage,,,"Vintage Engagement Rings, unique engagement rings, vintage style engagement rings, vintage inspired engagement rings","Vintage Engagement Rings are customized by the engaged couple at Diamond Mansion Co. Design your own engagement ring.",1,1/2/77/79/86,79
87,"Wedding Set",1,wedding-set,,,"Wedding Ring Sets, Diamond Engagement Rings, Wedding Sets, Wedding Rings Sets","Wedding ring sets from Diamond Mansion Co. provide the very best in quality and value when one ring simply isn’t enough",1,1/2/77/79/87,79
88,Sale,1,sale,,,,,1,1/2/77/79/88,79
89,"Top 25",1,top-25,,,,,1,1/2/77/79/89,79
90,"Wedding Bands",1,wedding,"<p>&nbsp;</p>
<div style=""text-align: justify;"">
<p>As much as women fancy and have a tendency to show off their <a title=""unique engagement ring"" href=""http://www.diamondmansion.com/"">unique engagement ring</a>, they also cherish and value their wedding band. After all, this band signified the joining of two people sharing their lives together, as one.</p>
<p>Wedding bands are worn for traditional reasons as well as for a matter of etiquette. You want to select a wedding band that truly represents the joining between yourself and significant other.</p>
<p>Whether you prefer a simple and relaxed wedding band or one with more spark and attraction, you can browse through our selection of wedding bands. We offer wedding bands in a variety of styles, designs and colors for him, her and for both. If you have any questions or comments, feel free to <a title=""Contact us"" href=""http://www.diamondmansion.com/contactus/"">contact us</a>.</p>
</div>",,,"A wedding band symbolizes the joining of two people sharing their lives together. Whether unique or simple, we offer a wide selection of wedding bands for you to browse to complement any unique engagement ring. 
",1,1/2/25/90,25
91,"His & Her Classic",1,his-her-classic,,,,,1,1/2/25/90/91,90
92,"Her Carved",1,her-carved,,,,,1,1/2/25/90/92,90
93,"Her Eternity",1,her-eternity,"Once the non-stop excitement of the engagement and wedding are long behind you, it is the simple joy of daily life, the laughter and tears that will provide the lasting memories in your life. As a tribute to the simple, everlasting love you share with your spouse, our diamond eternity bands provide the perfectly elegant, stylish symbol that will invoke the feelings that drew the two of you together in the first place.
Some of our most exquisite diamond eternity rings feature gems such as heart-stopping deep-blue sapphire. 
Our diamond eternity bands, like all of our large diamonds, feature 100% natural NON-treated diamonds that are also 100% conflict-free. With our undeniable craftsmanship, fair pricing and record of social consciousness, at Diamond Mansion we have ensured there is nothing that will stand in the way of reigniting the flames of love between you and your special someone.
",,"Diamond Eternity Bands, unique engagement rings, diamond eternity rings, emerald cut eternity bands","Diamond Eternity Bands from Diamond Mansion provide timeless beauty and elegant style that will cause her to fall in love with you all over again.",1,1/2/25/90/93,90
94,"Her Diamond & Anniversary",1,her-diamond-anniversary,"As we get older, it becomes increasingly clear how rare it is to find true love in this life. When you do find your perfect match, though, the relationship should be celebrated and cherished whenever possible. With diamond anniversary bands from Diamond Mansion, you can illustrate the love you feel for your loved one in the most elegant way possible.
While a wedding band always holds a special place in the heart, our wedding anniversary rings each provide and intricately designed symbol of a love that has stood the test of time. Every time you and your loved one look down to your diamond anniversary bands, you will be reminded of the memories made, and filled with the anticipation for the next chapter in the story of your life together.",,"Diamond Anniversary Bands, diamond wedding bands, diamond wedding rings, wedding anniversary rings","Diamond Anniversary Bands from Diamond Mansion are the perfect symbol of the lasting love between you and your spouse over the years.",1,1/2/25/90/94,90
95,"His Carved",1,his-carved,,,,,1,1/2/25/90/95,90
96,"His Diamond",1,his-diamond,,,,,1,1/2/25/90/96,90
97,Sale,0,sale,,,,,1,1/2/25/90/97,90
98,"Top 25",1,top-25,,,"Diamond Wedding Bands, diamond engagement rings, diamond wedding rings, mens diamond wedding rings","Diamond wedding bands are available as bridal sets and individually sold at Diamond Mansion Co. Design your own wedding rings.",1,1/2/25/90/98,90
99,"Top 25 Engagement Ring Styles",0,top-25-styles,"<p>&nbsp;</p>
<div style=""text-align: justify;"">
<p>Sometimes finding the perfect engagement ring deserves more consideration than you may think. After all, you have a wide variety of unique ring styles and design to choose from. With that in mind, you may find yourself stuck choosing between quite a few different rings.</p>
<p>As diamond experts and a company dedicated towards helping you find the perfect engagement ring, we at Diamond Mansion understand the lengthy ring selection process and that's why we made your process of looking at  <a title=""unique engagement rings"" href=""http://www.diamondmansion.com/"">unique engagement rings</a> easier.</p>
<p>Listed here are the top 25 most popular engagement rings. Each ring offers different qualities according to the cut and design of the ring. You can browse through our selection and click on a ring that you fancy for more information and a more detailed view of the ring itself.</p>
<p>If you're looking for a highly popular and classic engagement ring, many favor <a title=""princess cut engagement rings"" href=""http://www.diamondmansion.com/diamond-search/?cut=Princess"">princess cut engagement rings</a>.</p>
<p>If you have any questions or comments, feel free to <a title=""Contact us"" href=""http://www.diamondmansion.com/contactus/"">contact us</a>.</p>
</div>",,"Popular Engagement Rings, cushion cut engagement rings, designer engagement rings, engagement ring styles","Popular engagement rings from Diamond Mansion include our world-renowned gems and stylish bands that are sure to dazzle the love of your life.
",1,1/2/99,2
100,"Top 25 Engagement Rings",0,top-25-engagement-rings,,,,,1,1/2/99/100,99
101,"Top 25 Wedding and anniversary Bands",0,top-25-wedding-and-anniversary-bands,,,,,1,1/2/99/101,99
102,"Top 25 European Styles",0,top-25-european-styles,,,,,1,1/2/99/102,99
103,"Top 25 Celebrity Styles",0,top-25-celebrity-styles,,,,,1,1/2/99/103,99
104,"Top 25 Gift Ideas",0,top-25-gift-ideas,,,,,1,1/2/99/104,99
105,"Top 25 Best Sellers",0,top-25-best-sellers,,,,,1,1/2/99/105,99
106,Clipbar,1,clipbar,,,,,1,1/2/106,2
